Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
20.09.2023;Fracht Express;0;209;19
20.09.2023;Fracht Cargo;0;112;6
20.09.2023;Passagierverkehr;24938;0;193
20.09.2023;Andere Kategorien;25;;81
21.09.2023;Andere Kategorien;2;;57
21.09.2023;Passagierverkehr;24937;2;185
21.09.2023;Fracht Express;0;203;19
21.09.2023;Fracht Cargo;0;37;2
22.09.2023;Passagierverkehr;29784;1;208
22.09.2023;Andere Kategorien;2;;78
22.09.2023;Fracht Express;0;147;12
22.09.2023;Fracht Cargo;0;66;2
23.09.2023;Fracht Express;0;26;2
23.09.2023;Fracht Cargo;0;88;5
23.09.2023;Andere Kategorien;0;;52
23.09.2023;Passagierverkehr;24170;3;172
24.09.2023;Fracht Cargo;0;28;2
24.09.2023;Andere Kategorien;1;;69
24.09.2023;Fracht Express;0;;
24.09.2023;Passagierverkehr;30544;4;202
25.09.2023;Fracht Express;0;176;15
25.09.2023;Fracht Cargo;0;66;2
25.09.2023;Andere Kategorien;10;;84
25.09.2023;Passagierverkehr;28331;2;204
26.09.2023;Andere Kategorien;8;;55
26.09.2023;Passagierverkehr;22098;2;173
26.09.2023;Fracht Express;0;187;19
26.09.2023;Fracht Cargo;0;0;4
27.09.2023;Passagierverkehr;24821;0;192
27.09.2023;Fracht Cargo;0;24;6
27.09.2023;Fracht Express;0;199;19
27.09.2023;Andere Kategorien;7;;48
28.09.2023;Passagierverkehr;25579;2;189
28.09.2023;Fracht Express;0;200;19
28.09.2023;Fracht Cargo;0;25;3
28.09.2023;Andere Kategorien;9;;74
29.09.2023;Fracht Express;0;146;12
29.09.2023;Fracht Cargo;0;55;5
29.09.2023;Andere Kategorien;15;;57
29.09.2023;Passagierverkehr;30091;4;204
30.09.2023;Andere Kategorien;19;;91
30.09.2023;Passagierverkehr;24570;2;174
30.09.2023;Fracht Express;0;28;2
30.09.2023;Fracht Cargo;0;91;4
01.10.2023;Passagierverkehr;32369;0;214
01.10.2023;Andere Kategorien;5;;77
01.10.2023;Fracht Express;0;;
01.10.2023;Fracht Cargo;0;23;3
02.10.2023;Fracht Express;0;168;15
02.10.2023;Fracht Cargo;0;48;2
02.10.2023;Andere Kategorien;13;;54
02.10.2023;Passagierverkehr;29578;4;207
03.10.2023;Passagierverkehr;24307;2;176
03.10.2023;Andere Kategorien;6;;22
03.10.2023;Fracht Express;0;173;19
03.10.2023;Fracht Cargo;0;;
04.10.2023;Passagierverkehr;25701;4;194
04.10.2023;Fracht Express;0;170;21
04.10.2023;Fracht Cargo;0;74;6
04.10.2023;Andere Kategorien;1;;43
05.10.2023;Andere Kategorien;9;;66
05.10.2023;Fracht Express;0;187;19
05.10.2023;Fracht Cargo;0;15;2
05.10.2023;Passagierverkehr;26615;4;192
06.10.2023;Fracht Cargo;0;64;4
06.10.2023;Passagierverkehr;30214;8;211
06.10.2023;Fracht Express;0;148;12
06.10.2023;Andere Kategorien;23;;88
07.10.2023;Passagierverkehr;26965;6;174
07.10.2023;Fracht Express;0;22;2
07.10.2023;Andere Kategorien;12;;56
07.10.2023;Fracht Cargo;0;80;3
08.10.2023;Fracht Express;0;;
08.10.2023;Passagierverkehr;32166;4;212
08.10.2023;Fracht Cargo;0;64;3
08.10.2023;Andere Kategorien;9;;41
09.10.2023;Fracht Cargo;0;70;3
09.10.2023;Passagierverkehr;29969;4;202
09.10.2023;Fracht Express;0;152;15
09.10.2023;Andere Kategorien;2;;51
10.10.2023;Fracht Express;0;181;19
10.10.2023;Fracht Cargo;0;6;2
10.10.2023;Passagierverkehr;23922;2;171
10.10.2023;Andere Kategorien;17;;46
11.10.2023;Fracht Cargo;0;82;6
11.10.2023;Passagierverkehr;24910;2;179
11.10.2023;Fracht Express;0;197;19
11.10.2023;Andere Kategorien;8;;99
12.10.2023;Passagierverkehr;26687;1;182
12.10.2023;Fracht Cargo;0;23;2
12.10.2023;Andere Kategorien;0;;56
12.10.2023;Fracht Express;0;190;19
13.10.2023;Passagierverkehr;26824;2;176
13.10.2023;Fracht Express;0;147;12
13.10.2023;Fracht Cargo;0;64;2
13.10.2023;Andere Kategorien;12;;71
14.10.2023;Andere Kategorien;20;;20
14.10.2023;Passagierverkehr;26876;2;172
14.10.2023;Fracht Cargo;0;94;4
14.10.2023;Fracht Express;0;29;2
15.10.2023;Fracht Express;0;;
15.10.2023;Fracht Cargo;0;23;2
15.10.2023;Andere Kategorien;4;;38
15.10.2023;Passagierverkehr;32133;0;217
16.10.2023;Passagierverkehr;28379;1;209
16.10.2023;Andere Kategorien;14;;49
16.10.2023;Fracht Express;0;169;15
16.10.2023;Fracht Cargo;0;51;4
17.10.2023;Fracht Cargo;0;2;1
17.10.2023;Passagierverkehr;21343;1;167
17.10.2023;Fracht Express;0;145;17
17.10.2023;Andere Kategorien;30;;28
18.10.2023;Fracht Express;0;191;19
18.10.2023;Passagierverkehr;22945;2;175
18.10.2023;Fracht Cargo;0;83;5
18.10.2023;Andere Kategorien;3;;51
19.10.2023;Andere Kategorien;13;;17
19.10.2023;Fracht Express;0;178;17
19.10.2023;Passagierverkehr;14527;1;110
19.10.2023;Fracht Cargo;0;10;2
20.10.2023;Passagierverkehr;26852;13;184
20.10.2023;Fracht Express;0;152;12
20.10.2023;Andere Kategorien;15;;29
20.10.2023;Fracht Cargo;0;75;5
21.10.2023;Fracht Express;0;30;2
21.10.2023;Fracht Cargo;0;106;4
21.10.2023;Andere Kategorien;3;;48
21.10.2023;Passagierverkehr;28554;3;189
22.10.2023;Andere Kategorien;8;;66
22.10.2023;Fracht Cargo;0;21;2
22.10.2023;Passagierverkehr;30306;0;213
22.10.2023;Fracht Express;0;;
23.10.2023;Fracht Cargo;0;70;3
23.10.2023;Passagierverkehr;27056;3;200
23.10.2023;Fracht Express;0;167;15
23.10.2023;Andere Kategorien;10;;54
24.10.2023;Fracht Cargo;0;6;3
24.10.2023;Passagierverkehr;18357;2;148
24.10.2023;Fracht Express;0;169;17
24.10.2023;Andere Kategorien;17;;20
25.10.2023;Fracht Express;0;199;19
25.10.2023;Fracht Cargo;0;64;5
25.10.2023;Andere Kategorien;12;;31
25.10.2023;Passagierverkehr;23864;3;184
26.10.2023;Passagierverkehr;18926;2;147
26.10.2023;Fracht Express;0;199;19
26.10.2023;Fracht Cargo;0;30;2
26.10.2023;Andere Kategorien;14;;24
27.10.2023;Fracht Express;0;148;12
27.10.2023;Andere Kategorien;5;;67
27.10.2023;Passagierverkehr;30630;2;208
27.10.2023;Fracht Cargo;0;48;2
28.10.2023;Fracht Express;0;30;2
28.10.2023;Fracht Cargo;0;98;4
28.10.2023;Andere Kategorien;0;;24
28.10.2023;Passagierverkehr;26662;2;179
29.10.2023;Andere Kategorien;7;;102
29.10.2023;Passagierverkehr;27383;0;193
29.10.2023;Fracht Express;0;;
29.10.2023;Fracht Cargo;0;;
30.10.2023;Passagierverkehr;22223;1;167
30.10.2023;Andere Kategorien;20;;53
30.10.2023;Fracht Cargo;0;39;3
30.10.2023;Fracht Express;0;180;15
31.10.2023;Fracht Express;0;195;19
31.10.2023;Passagierverkehr;20770;1;164
31.10.2023;Fracht Cargo;0;;
31.10.2023;Andere Kategorien;4;;38
01.11.2023;Passagierverkehr;19460;2;150
01.11.2023;Fracht Express;0;153;18
01.11.2023;Fracht Cargo;0;91;4
01.11.2023;Andere Kategorien;2;;120
02.11.2023;Passagierverkehr;20536;0;160
02.11.2023;Fracht Express;0;163;19
02.11.2023;Fracht Cargo;0;32;4
02.11.2023;Andere Kategorien;3;;23
03.11.2023;Fracht Express;0;147;12
03.11.2023;Fracht Cargo;0;61;2
03.11.2023;Passagierverkehr;22394;3;166
03.11.2023;Andere Kategorien;0;;59
04.11.2023;Passagierverkehr;20512;1;148
04.11.2023;Fracht Express;0;26;2
04.11.2023;Fracht Cargo;0;84;4
04.11.2023;Andere Kategorien;8;;21
05.11.2023;Fracht Express;0;;
05.11.2023;Fracht Cargo;0;39;2
05.11.2023;Andere Kategorien;6;;8
05.11.2023;Passagierverkehr;22316;0;174
06.11.2023;Fracht Express;0;174;15
06.11.2023;Fracht Cargo;0;55;3
06.11.2023;Passagierverkehr;20420;1;165
06.11.2023;Andere Kategorien;2;;54
07.11.2023;Passagierverkehr;15929;2;140
07.11.2023;Fracht Cargo;0;6;2
07.11.2023;Andere Kategorien;6;;50
07.11.2023;Fracht Express;0;196;19
08.11.2023;Andere Kategorien;7;;63
08.11.2023;Passagierverkehr;15632;2;137
08.11.2023;Fracht Express;0;203;19
08.11.2023;Fracht Cargo;0;24;3
09.11.2023;Passagierverkehr;19043;2;152
09.11.2023;Fracht Cargo;0;26;2
09.11.2023;Andere Kategorien;17;;34
09.11.2023;Fracht Express;0;215;19
10.11.2023;Fracht Express;0;151;12
10.11.2023;Fracht Cargo;0;53;2
10.11.2023;Andere Kategorien;12;;79
10.11.2023;Passagierverkehr;21786;0;163
11.11.2023;Fracht Cargo;0;93;4
11.11.2023;Fracht Express;0;29;2
11.11.2023;Passagierverkehr;16939;3;126
11.11.2023;Andere Kategorien;11;;86
12.11.2023;Fracht Express;0;;
12.11.2023;Andere Kategorien;6;;10
12.11.2023;Passagierverkehr;21854;0;159
12.11.2023;Fracht Cargo;0;7;2
13.11.2023;Passagierverkehr;16964;0;143
13.11.2023;Andere Kategorien;6;;16
13.11.2023;Fracht Cargo;0;62;2
13.11.2023;Fracht Express;0;127;12
14.11.2023;Passagierverkehr;15011;2;131
14.11.2023;Fracht Express;0;190;19
14.11.2023;Fracht Cargo;0;3;1
14.11.2023;Andere Kategorien;7;;31
15.11.2023;Fracht Cargo;0;40;6
15.11.2023;Andere Kategorien;10;;44
15.11.2023;Passagierverkehr;13702;1;123
15.11.2023;Fracht Express;0;213;20
16.11.2023;Fracht Express;0;134;13
16.11.2023;Fracht Cargo;0;32;2
16.11.2023;Andere Kategorien;6;;18
16.11.2023;Passagierverkehr;15776;2;127
17.11.2023;Fracht Express;0;181;16
17.11.2023;Fracht Cargo;0;121;4
17.11.2023;Passagierverkehr;22108;1;166
17.11.2023;Andere Kategorien;4;;71
18.11.2023;Passagierverkehr;16637;1;125
18.11.2023;Fracht Express;0;32;2
18.11.2023;Fracht Cargo;0;87;4
18.11.2023;Andere Kategorien;2;;97
19.11.2023;Fracht Express;0;;
19.11.2023;Passagierverkehr;20686;0;151
19.11.2023;Fracht Cargo;0;16;2
19.11.2023;Andere Kategorien;2;;15
20.11.2023;Passagierverkehr;15621;0;127
20.11.2023;Fracht Express;0;165;15
20.11.2023;Fracht Cargo;0;60;2
20.11.2023;Andere Kategorien;10;;12
21.11.2023;Passagierverkehr;14837;3;126
21.11.2023;Fracht Express;0;202;19
21.11.2023;Fracht Cargo;0;7;2
21.11.2023;Andere Kategorien;16;;55
22.11.2023;Passagierverkehr;13234;1;122
22.11.2023;Fracht Express;0;209;19
22.11.2023;Andere Kategorien;18;;28
22.11.2023;Fracht Cargo;0;45;3
23.11.2023;Fracht Express;0;210;19
23.11.2023;Fracht Cargo;0;19;2
23.11.2023;Passagierverkehr;17616;4;135
23.11.2023;Andere Kategorien;21;;113
24.11.2023;Passagierverkehr;21321;2;158
24.11.2023;Andere Kategorien;13;;39
24.11.2023;Fracht Express;0;161;12
24.11.2023;Fracht Cargo;0;50;3
25.11.2023;Fracht Express;0;40;2
25.11.2023;Passagierverkehr;16129;4;125
25.11.2023;Andere Kategorien;4;;58
25.11.2023;Fracht Cargo;0;72;4
26.11.2023;Fracht Express;0;;
26.11.2023;Andere Kategorien;3;;27
26.11.2023;Passagierverkehr;21801;0;154
26.11.2023;Fracht Cargo;0;20;2
27.11.2023;Passagierverkehr;18519;0;154
27.11.2023;Fracht Cargo;0;32;3
27.11.2023;Andere Kategorien;14;;26
27.11.2023;Fracht Express;0;169;15
28.11.2023;Fracht Cargo;0;5;1
28.11.2023;Passagierverkehr;15716;1;130
28.11.2023;Fracht Express;0;207;20
28.11.2023;Andere Kategorien;6;;33
29.11.2023;Passagierverkehr;14528;1;123
29.11.2023;Fracht Express;0;195;19
29.11.2023;Andere Kategorien;21;;76
29.11.2023;Fracht Cargo;0;79;4
30.11.2023;Fracht Express;0;195;19
30.11.2023;Fracht Cargo;0;26;2
30.11.2023;Passagierverkehr;18432;4;139
30.11.2023;Andere Kategorien;21;;5
01.12.2023;Fracht Express;0;99;11
01.12.2023;Fracht Cargo;0;36;3
01.12.2023;Passagierverkehr;21361;2;150
01.12.2023;Andere Kategorien;7;;9
02.12.2023;Fracht Cargo;0;90;4
02.12.2023;Andere Kategorien;6;;7
02.12.2023;Passagierverkehr;17286;1;123
02.12.2023;Fracht Express;0;63;3
03.12.2023;Fracht Cargo;0;;
03.12.2023;Andere Kategorien;9;;66
03.12.2023;Passagierverkehr;22129;1;150
03.12.2023;Fracht Express;0;;
04.12.2023;Fracht Cargo;0;98;6
04.12.2023;Andere Kategorien;6;;16
04.12.2023;Passagierverkehr;18737;1;142
04.12.2023;Fracht Express;0;194;13
05.12.2023;Andere Kategorien;10;;32
05.12.2023;Passagierverkehr;16219;2;133
05.12.2023;Fracht Cargo;0;;
05.12.2023;Fracht Express;0;219;19
06.12.2023;Passagierverkehr;15333;1;128
06.12.2023;Fracht Express;0;211;19
06.12.2023;Fracht Cargo;0;82;5
06.12.2023;Andere Kategorien;8;;49
07.12.2023;Passagierverkehr;19932;0;151
07.12.2023;Fracht Cargo;0;18;2
07.12.2023;Fracht Express;0;216;19
07.12.2023;Andere Kategorien;0;;50
08.12.2023;Passagierverkehr;22560;2;162
08.12.2023;Fracht Express;0;150;12
08.12.2023;Andere Kategorien;0;;11
08.12.2023;Fracht Cargo;0;71;2
09.12.2023;Fracht Express;0;36;2
09.12.2023;Fracht Cargo;0;113;4
09.12.2023;Passagierverkehr;18748;2;133
09.12.2023;Andere Kategorien;8;;48
10.12.2023;Fracht Express;0;;
10.12.2023;Fracht Cargo;0;;
10.12.2023;Andere Kategorien;5;;60
10.12.2023;Passagierverkehr;23650;1;171
11.12.2023;Passagierverkehr;19995;0;154
11.12.2023;Fracht Express;0;172;15
11.12.2023;Andere Kategorien;29;;19
11.12.2023;Fracht Cargo;0;98;4
12.12.2023;Passagierverkehr;16330;1;134
12.12.2023;Fracht Express;0;205;19
12.12.2023;Fracht Cargo;0;;
12.12.2023;Andere Kategorien;5;;30
13.12.2023;Fracht Cargo;0;80;4
13.12.2023;Passagierverkehr;16671;1;147
13.12.2023;Fracht Express;0;205;17
13.12.2023;Andere Kategorien;0;;14
14.12.2023;Andere Kategorien;32;;37
14.12.2023;Passagierverkehr;19926;1;154
14.12.2023;Fracht Express;0;214;19
14.12.2023;Fracht Cargo;0;;
15.12.2023;Passagierverkehr;22704;2;177
15.12.2023;Fracht Express;0;166;13
15.12.2023;Fracht Cargo;0;39;2
15.12.2023;Andere Kategorien;9;;92
16.12.2023;Fracht Cargo;0;76;4
16.12.2023;Andere Kategorien;8;;12
16.12.2023;Passagierverkehr;20051;1;153
16.12.2023;Fracht Express;0;41;2
17.12.2023;Fracht Express;0;;
17.12.2023;Andere Kategorien;18;;79
17.12.2023;Fracht Cargo;0;32;2
17.12.2023;Passagierverkehr;22820;0;173
18.12.2023;Fracht Cargo;0;31;2
18.12.2023;Andere Kategorien;24;;100
18.12.2023;Passagierverkehr;19234;2;167
18.12.2023;Fracht Express;0;194;16
19.12.2023;Fracht Cargo;0;;
19.12.2023;Passagierverkehr;16537;1;154
19.12.2023;Fracht Express;0;229;19
19.12.2023;Andere Kategorien;18;;96
20.12.2023;Andere Kategorien;11;;50
20.12.2023;Fracht Express;0;225;21
20.12.2023;Fracht Cargo;0;89;4
20.12.2023;Passagierverkehr;19001;1;154
21.12.2023;Passagierverkehr;22020;0;169
21.12.2023;Fracht Express;0;202;19
21.12.2023;Fracht Cargo;0;;
21.12.2023;Andere Kategorien;19;;16
22.12.2023;Passagierverkehr;25885;1;190
22.12.2023;Fracht Express;0;142;13
22.12.2023;Fracht Cargo;0;49;2
22.12.2023;Andere Kategorien;16;;12
23.12.2023;Fracht Express;0;35;2
23.12.2023;Passagierverkehr;23860;1;178
23.12.2023;Andere Kategorien;11;;20
23.12.2023;Fracht Cargo;0;106;4
24.12.2023;Passagierverkehr;21633;0;162
24.12.2023;Fracht Cargo;0;;
24.12.2023;Fracht Express;0;;
24.12.2023;Andere Kategorien;0;;2
25.12.2023;Fracht Express;0;;
25.12.2023;Passagierverkehr;17774;1;143
25.12.2023;Fracht Cargo;0;44;2
25.12.2023;Andere Kategorien;0;;8
26.12.2023;Passagierverkehr;20616;;146
26.12.2023;Fracht Express;0;14;3
26.12.2023;Fracht Cargo;0;;
26.12.2023;Andere Kategorien;7;;51
27.12.2023;Passagierverkehr;21840;0;151
27.12.2023;Andere Kategorien;1;;107
27.12.2023;Fracht Express;0;99;17
27.12.2023;Fracht Cargo;0;;
28.12.2023;Passagierverkehr;24237;0;164
28.12.2023;Fracht Express;0;103;18
28.12.2023;Andere Kategorien;2;;43
28.12.2023;Fracht Cargo;0;;
29.12.2023;Passagierverkehr;25805;0;173
29.12.2023;Fracht Cargo;0;;
29.12.2023;Andere Kategorien;3;;41
29.12.2023;Fracht Express;0;76;11
30.12.2023;Passagierverkehr;23665;0;148
30.12.2023;Andere Kategorien;0;;78
30.12.2023;Fracht Express;0;18;2
30.12.2023;Fracht Cargo;0;;
31.12.2023;Passagierverkehr;22958;2;159
31.12.2023;Fracht Cargo;0;;
31.12.2023;Andere Kategorien;11;;7
31.12.2023;Fracht Express;0;;
01.01.2024;Fracht Cargo;0;;
01.01.2024;Passagierverkehr;23377;0;161
01.01.2024;Andere Kategorien;8;;36
01.01.2024;Fracht Express;0;;
02.01.2024;Fracht Express;0;71;8
02.01.2024;Andere Kategorien;3;;4
02.01.2024;Passagierverkehr;22144;0;160
02.01.2024;Fracht Cargo;0;75;2
03.01.2024;Fracht Express;0;149;18
03.01.2024;Andere Kategorien;3;;8
03.01.2024;Passagierverkehr;20751;0;149
03.01.2024;Fracht Cargo;0;;
04.01.2024;Passagierverkehr;21739;1;162
04.01.2024;Fracht Express;0;175;18
04.01.2024;Fracht Cargo;0;;
04.01.2024;Andere Kategorien;6;;50
05.01.2024;Andere Kategorien;0;;51
05.01.2024;Passagierverkehr;23361;7;185
05.01.2024;Fracht Express;0;123;12
05.01.2024;Fracht Cargo;0;;
06.01.2024;Andere Kategorien;10;;72
06.01.2024;Passagierverkehr;21097;1;161
06.01.2024;Fracht Express;0;18;2
06.01.2024;Fracht Cargo;0;48;2
07.01.2024;Fracht Cargo;0;;
07.01.2024;Andere Kategorien;6;;9
07.01.2024;Passagierverkehr;23442;0;175
07.01.2024;Fracht Express;0;;
08.01.2024;Fracht Cargo;0;;
08.01.2024;Andere Kategorien;1;;24
08.01.2024;Passagierverkehr;15603;2;142
08.01.2024;Fracht Express;0;158;15
09.01.2024;Passagierverkehr;10860;2;103
09.01.2024;Andere Kategorien;10;;40
09.01.2024;Fracht Express;0;92;12
09.01.2024;Fracht Cargo;0;;
10.01.2024;Fracht Cargo;0;93;4
10.01.2024;Fracht Express;0;260;25
10.01.2024;Andere Kategorien;3;;11
10.01.2024;Passagierverkehr;10948;1;106
11.01.2024;Fracht Express;0;192;21
11.01.2024;Fracht Cargo;0;20;2
11.01.2024;Andere Kategorien;1;;12
11.01.2024;Passagierverkehr;11574;1;106
12.01.2024;Fracht Express;0;144;12
12.01.2024;Passagierverkehr;14674;0;130
12.01.2024;Fracht Cargo;0;57;2
12.01.2024;Andere Kategorien;9;;25
13.01.2024;Fracht Cargo;0;75;4
13.01.2024;Passagierverkehr;12802;2;102
13.01.2024;Andere Kategorien;9;;19
13.01.2024;Fracht Express;0;27;2
14.01.2024;Fracht Cargo;0;;
14.01.2024;Fracht Express;0;;
14.01.2024;Passagierverkehr;16900;2;133
14.01.2024;Andere Kategorien;15;;51
15.01.2024;Fracht Express;0;125;14
15.01.2024;Andere Kategorien;11;;81
15.01.2024;Passagierverkehr;10474;1;100
15.01.2024;Fracht Cargo;0;32;2
16.01.2024;Fracht Cargo;0;;
16.01.2024;Andere Kategorien;5;;94
16.01.2024;Passagierverkehr;8536;1;89
16.01.2024;Fracht Express;0;206;18
17.01.2024;Fracht Cargo;0;95;4
17.01.2024;Andere Kategorien;19;;16
17.01.2024;Passagierverkehr;7991;0;72
17.01.2024;Fracht Express;0;184;17
18.01.2024;Fracht Express;0;151;15
18.01.2024;Passagierverkehr;10608;1;86
18.01.2024;Andere Kategorien;4;;18
18.01.2024;Fracht Cargo;0;28;3
19.01.2024;Fracht Express;0;148;13
19.01.2024;Andere Kategorien;10;;94
19.01.2024;Passagierverkehr;14977;2;125
19.01.2024;Fracht Cargo;0;53;2
20.01.2024;Passagierverkehr;12967;1;104
20.01.2024;Fracht Express;0;19;2
20.01.2024;Fracht Cargo;0;94;4
20.01.2024;Andere Kategorien;5;;82
21.01.2024;Passagierverkehr;16215;0;124
21.01.2024;Fracht Cargo;0;;
21.01.2024;Andere Kategorien;7;;55
21.01.2024;Fracht Express;0;5;1
22.01.2024;Fracht Express;0;175;16
22.01.2024;Passagierverkehr;11522;0;103
22.01.2024;Andere Kategorien;9;;25
22.01.2024;Fracht Cargo;0;28;2
23.01.2024;Fracht Express;0;194;21
23.01.2024;Fracht Cargo;0;;
23.01.2024;Andere Kategorien;6;;42
23.01.2024;Passagierverkehr;8880;1;81
24.01.2024;Passagierverkehr;9096;0;78
24.01.2024;Andere Kategorien;14;;20
24.01.2024;Fracht Express;0;188;18
24.01.2024;Fracht Cargo;0;82;4
25.01.2024;Fracht Express;0;209;20
25.01.2024;Fracht Cargo;0;28;2
25.01.2024;Andere Kategorien;13;;31
25.01.2024;Passagierverkehr;10057;0;82
26.01.2024;Fracht Express;0;146;12
26.01.2024;Andere Kategorien;3;;64
26.01.2024;Passagierverkehr;16094;1;121
26.01.2024;Fracht Cargo;0;63;2
27.01.2024;Fracht Express;0;25;2
27.01.2024;Fracht Cargo;0;94;4
27.01.2024;Andere Kategorien;0;;78
27.01.2024;Passagierverkehr;13212;2;103
28.01.2024;Fracht Cargo;0;;
28.01.2024;Andere Kategorien;4;;95
28.01.2024;Fracht Express;0;;
28.01.2024;Passagierverkehr;17873;0;126
29.01.2024;Fracht Cargo;0;47;2
29.01.2024;Fracht Express;0;178;15
29.01.2024;Andere Kategorien;17;;144
29.01.2024;Passagierverkehr;11892;0;102
30.01.2024;Passagierverkehr;9365;1;89
30.01.2024;Fracht Express;0;196;19
30.01.2024;Andere Kategorien;17;;82
30.01.2024;Fracht Cargo;0;;
31.01.2024;Fracht Cargo;0;111;4
31.01.2024;Passagierverkehr;10186;0;89
31.01.2024;Fracht Express;0;199;19
31.01.2024;Andere Kategorien;6;;111
01.02.2024;Fracht Cargo;0;17;2
01.02.2024;Passagierverkehr;12262;0;104
01.02.2024;Andere Kategorien;13;;38
01.02.2024;Fracht Express;0;178;19
02.02.2024;Passagierverkehr;17175;0;131
02.02.2024;Fracht Cargo;0;46;2
02.02.2024;Andere Kategorien;5;;93
02.02.2024;Fracht Express;0;150;12
03.02.2024;Fracht Express;0;28;2
03.02.2024;Fracht Cargo;0;129;4
03.02.2024;Andere Kategorien;0;;114
03.02.2024;Passagierverkehr;14947;2;113
04.02.2024;Passagierverkehr;19332;1;135
04.02.2024;Fracht Express;0;;
04.02.2024;Fracht Cargo;0;;
04.02.2024;Andere Kategorien;5;;57
05.02.2024;Fracht Cargo;0;45;2
05.02.2024;Fracht Express;0;159;13
05.02.2024;Passagierverkehr;16342;1;137
05.02.2024;Andere Kategorien;16;;79
06.02.2024;Passagierverkehr;12944;1;118
06.02.2024;Fracht Express;0;196;19
06.02.2024;Andere Kategorien;5;;35
06.02.2024;Fracht Cargo;0;;
07.02.2024;Fracht Cargo;0;66;4
07.02.2024;Andere Kategorien;5;;33
07.02.2024;Passagierverkehr;13629;0;119
07.02.2024;Fracht Express;0;194;19
08.02.2024;Fracht Express;0;200;19
08.02.2024;Fracht Cargo;0;;
08.02.2024;Andere Kategorien;13;;59
08.02.2024;Passagierverkehr;16921;0;135
09.02.2024;Fracht Cargo;0;37;2
09.02.2024;Andere Kategorien;3;;28
09.02.2024;Passagierverkehr;21939;1;163
09.02.2024;Fracht Express;0;140;12
10.02.2024;Andere Kategorien;4;;36
10.02.2024;Passagierverkehr;20396;3;142
10.02.2024;Fracht Cargo;0;42;2
10.02.2024;Fracht Express;0;21;2
11.02.2024;Fracht Cargo;0;15;2
11.02.2024;Andere Kategorien;4;;8
11.02.2024;Passagierverkehr;22140;0;156
11.02.2024;Fracht Express;0;;
12.02.2024;Fracht Cargo;0;44;2
12.02.2024;Fracht Express;0;149;14
12.02.2024;Andere Kategorien;6;;26
12.02.2024;Passagierverkehr;18975;0;145
13.02.2024;Passagierverkehr;15676;1;124
13.02.2024;Fracht Cargo;0;;
13.02.2024;Andere Kategorien;9;;114
13.02.2024;Fracht Express;0;174;19
14.02.2024;Passagierverkehr;17449;3;137
14.02.2024;Andere Kategorien;4;;49
14.02.2024;Fracht Express;0;180;19
14.02.2024;Fracht Cargo;0;28;2
15.02.2024;Passagierverkehr;19914;2;152
15.02.2024;Fracht Express;0;171;19
15.02.2024;Fracht Cargo;0;22;2
15.02.2024;Andere Kategorien;14;;61
16.02.2024;Fracht Express;0;139;12
16.02.2024;Fracht Cargo;0;67;2
16.02.2024;Passagierverkehr;23091;0;162
16.02.2024;Andere Kategorien;0;;73
17.02.2024;Fracht Express;0;19;2
17.02.2024;Fracht Cargo;0;105;4
17.02.2024;Passagierverkehr;22059;1;148
17.02.2024;Andere Kategorien;11;;53
18.02.2024;Fracht Express;0;;
18.02.2024;Passagierverkehr;23327;0;159
18.02.2024;Fracht Cargo;0;;
18.02.2024;Andere Kategorien;9;;59
19.02.2024;Andere Kategorien;6;;47
19.02.2024;Passagierverkehr;19978;0;151
19.02.2024;Fracht Express;0;147;15
19.02.2024;Fracht Cargo;0;63;2
20.02.2024;Passagierverkehr;15934;0;118
20.02.2024;Fracht Express;0;180;18
20.02.2024;Fracht Cargo;0;;
20.02.2024;Andere Kategorien;8;;74
21.02.2024;Passagierverkehr;16740;0;130
21.02.2024;Fracht Express;0;169;16
21.02.2024;Fracht Cargo;0;103;4
21.02.2024;Andere Kategorien;5;;41
22.02.2024;Fracht Cargo;0;20;2
22.02.2024;Fracht Express;0;130;18
22.02.2024;Passagierverkehr;19886;1;152
22.02.2024;Andere Kategorien;2;;19
23.02.2024;Fracht Express;0;120;12
23.02.2024;Fracht Cargo;0;64;2
23.02.2024;Andere Kategorien;10;;96
23.02.2024;Passagierverkehr;22533;1;161
24.02.2024;Andere Kategorien;5;;80
24.02.2024;Passagierverkehr;21666;1;146
24.02.2024;Fracht Express;0;48;2
24.02.2024;Fracht Cargo;0;94;4
25.02.2024;Passagierverkehr;23885;0;164
25.02.2024;Fracht Express;0;;
25.02.2024;Fracht Cargo;0;;
25.02.2024;Andere Kategorien;5;;69
26.02.2024;Fracht Cargo;0;46;2
26.02.2024;Passagierverkehr;20051;0;153
26.02.2024;Fracht Express;0;155;13
26.02.2024;Andere Kategorien;6;;55
27.02.2024;Andere Kategorien;4;;34
27.02.2024;Passagierverkehr;16172;1;120
27.02.2024;Fracht Express;0;185;18
27.02.2024;Fracht Cargo;0;;
28.02.2024;Andere Kategorien;10;;42
28.02.2024;Passagierverkehr;16522;0;135
28.02.2024;Fracht Express;0;200;18
28.02.2024;Fracht Cargo;0;99;4
29.02.2024;Fracht Cargo;0;27;3
29.02.2024;Andere Kategorien;2;;122
29.02.2024;Passagierverkehr;20124;0;153
29.02.2024;Fracht Express;0;193;18
01.03.2024;Passagierverkehr;22593;0;160
01.03.2024;Fracht Express;0;141;12
01.03.2024;Fracht Cargo;0;87;2
