Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
10.06.2019;Passagierverkehr;29655;;289
10.06.2019;Fracht Express;0;51;5
10.06.2019;Fracht Cargo;0;;
11.06.2019;Fracht Cargo;0;;
11.06.2019;Andere Kategorien;57;;63
11.06.2019;Passagierverkehr;26962;0;289
11.06.2019;Fracht Express;0;163;18
12.06.2019;Fracht Cargo;0;48;2
12.06.2019;Passagierverkehr;28689;;306
12.06.2019;Fracht Express;0;197;20
12.06.2019;Andere Kategorien;33;;43
13.06.2019;Fracht Cargo;0;;
13.06.2019;Passagierverkehr;28336;1;327
13.06.2019;Fracht Express;0;211;19
13.06.2019;Andere Kategorien;71;;93
14.06.2019;Passagierverkehr;32502;1;294
14.06.2019;Andere Kategorien;42;;70
14.06.2019;Fracht Cargo;0;49;2
14.06.2019;Fracht Express;0;160;14
15.06.2019;Passagierverkehr;29169;3;242
15.06.2019;Fracht Express;0;44;6
15.06.2019;Fracht Cargo;0;135;6
15.06.2019;Andere Kategorien;12;;22
16.06.2019;Andere Kategorien;14;;37
16.06.2019;Passagierverkehr;32198;0;244
16.06.2019;Fracht Express;0;0;2
16.06.2019;Fracht Cargo;0;18;2
17.06.2019;Andere Kategorien;33;0;78
17.06.2019;Passagierverkehr;29493;0;242
17.06.2019;Fracht Express;0;167;16
17.06.2019;Fracht Cargo;0;42;2
18.06.2019;Fracht Cargo;0;;
18.06.2019;Passagierverkehr;26017;1;233
18.06.2019;Fracht Express;0;207;20
18.06.2019;Andere Kategorien;18;0;67
19.06.2019;Fracht Express;0;210;20
19.06.2019;Andere Kategorien;10;;81
19.06.2019;Fracht Cargo;0;54;2
19.06.2019;Passagierverkehr;28901;1;250
20.06.2019;Fracht Express;0;163;16
20.06.2019;Fracht Cargo;0;;
20.06.2019;Andere Kategorien;28;;43
20.06.2019;Passagierverkehr;29616;1;229
21.06.2019;Passagierverkehr;32514;0;261
21.06.2019;Fracht Express;0;152;14
21.06.2019;Andere Kategorien;6;;73
21.06.2019;Fracht Cargo;0;69;2
22.06.2019;Fracht Express;0;39;6
22.06.2019;Fracht Cargo;0;157;6
22.06.2019;Andere Kategorien;20;;15
22.06.2019;Passagierverkehr;29618;2;233
23.06.2019;Andere Kategorien;5;;64
23.06.2019;Passagierverkehr;32215;0;240
23.06.2019;Fracht Express;0;;
23.06.2019;Fracht Cargo;0;19;2
24.06.2019;Fracht Cargo;0;49;2
24.06.2019;Andere Kategorien;11;;57
24.06.2019;Passagierverkehr;28784;0;239
24.06.2019;Fracht Express;0;162;16
25.06.2019;Passagierverkehr;26325;2;228
25.06.2019;Fracht Cargo;0;0;1
25.06.2019;Fracht Express;0;194;21
25.06.2019;Andere Kategorien;0;;55
26.06.2019;Fracht Express;0;217;20
26.06.2019;Passagierverkehr;28010;1;245
26.06.2019;Fracht Cargo;0;62;2
26.06.2019;Andere Kategorien;21;;38
27.06.2019;Passagierverkehr;27668;1;230
27.06.2019;Fracht Express;0;208;20
27.06.2019;Fracht Cargo;0;0;2
27.06.2019;Andere Kategorien;10;;57
28.06.2019;Passagierverkehr;30879;0;249
28.06.2019;Fracht Express;0;169;14
28.06.2019;Fracht Cargo;0;47;2
28.06.2019;Andere Kategorien;14;1;79
29.06.2019;Fracht Cargo;0;124;6
29.06.2019;Andere Kategorien;1;;65
29.06.2019;Passagierverkehr;30293;0;235
29.06.2019;Fracht Express;0;33;7
30.06.2019;Fracht Cargo;0;26;2
30.06.2019;Passagierverkehr;30937;0;244
30.06.2019;Fracht Express;0;0;1
30.06.2019;Andere Kategorien;20;;40
01.07.2019;Passagierverkehr;27876;0;242
01.07.2019;Fracht Cargo;0;36;2
01.07.2019;Fracht Express;0;162;16
01.07.2019;Andere Kategorien;4;;51
02.07.2019;Fracht Cargo;0;;
02.07.2019;Andere Kategorien;11;;60
02.07.2019;Fracht Express;0;201;20
02.07.2019;Passagierverkehr;24496;1;219
03.07.2019;Passagierverkehr;27050;1;249
03.07.2019;Fracht Express;0;217;20
03.07.2019;Fracht Cargo;0;61;2
03.07.2019;Andere Kategorien;7;;45
04.07.2019;Fracht Cargo;0;;
04.07.2019;Fracht Express;0;213;20
04.07.2019;Passagierverkehr;26733;0;238
04.07.2019;Andere Kategorien;13;;50
05.07.2019;Passagierverkehr;29846;2;265
05.07.2019;Fracht Cargo;0;39;2
05.07.2019;Andere Kategorien;15;;83
05.07.2019;Fracht Express;0;151;13
06.07.2019;Passagierverkehr;30109;1;243
06.07.2019;Fracht Express;0;42;4
06.07.2019;Fracht Cargo;0;80;4
06.07.2019;Andere Kategorien;2;;26
07.07.2019;Passagierverkehr;30797;0;240
07.07.2019;Fracht Express;0;;
07.07.2019;Andere Kategorien;0;;15
07.07.2019;Fracht Cargo;0;17;2
08.07.2019;Fracht Cargo;0;45;2
08.07.2019;Passagierverkehr;28574;0;231
08.07.2019;Fracht Express;0;150;15
08.07.2019;Andere Kategorien;16;;69
09.07.2019;Andere Kategorien;20;;52
09.07.2019;Passagierverkehr;25724;1;219
09.07.2019;Fracht Express;0;179;19
09.07.2019;Fracht Cargo;0;;
10.07.2019;Passagierverkehr;27538;1;252
10.07.2019;Fracht Express;0;227;21
10.07.2019;Fracht Cargo;0;57;3
10.07.2019;Andere Kategorien;3;;59
11.07.2019;Fracht Express;0;197;19
11.07.2019;Fracht Cargo;0;;
11.07.2019;Passagierverkehr;27553;0;248
11.07.2019;Andere Kategorien;37;;57
12.07.2019;Passagierverkehr;29688;0;260
12.07.2019;Fracht Express;0;158;14
12.07.2019;Fracht Cargo;0;49;2
12.07.2019;Andere Kategorien;5;;49
13.07.2019;Passagierverkehr;31527;2;242
13.07.2019;Fracht Express;0;46;4
13.07.2019;Fracht Cargo;0;69;4
13.07.2019;Andere Kategorien;15;;41
14.07.2019;Passagierverkehr;32339;;247
14.07.2019;Fracht Express;0;;
14.07.2019;Fracht Cargo;0;18;2
14.07.2019;Andere Kategorien;4;;25
15.07.2019;Fracht Express;0;150;15
15.07.2019;Passagierverkehr;29460;1;237
15.07.2019;Fracht Cargo;0;43;2
15.07.2019;Andere Kategorien;1;;33
16.07.2019;Andere Kategorien;4;;56
16.07.2019;Fracht Express;0;193;20
16.07.2019;Passagierverkehr;26825;1;223
16.07.2019;Fracht Cargo;0;0;1
17.07.2019;Fracht Express;0;203;20
17.07.2019;Andere Kategorien;2;;70
17.07.2019;Passagierverkehr;29657;1;244
17.07.2019;Fracht Cargo;0;50;3
18.07.2019;Passagierverkehr;29765;1;240
18.07.2019;Andere Kategorien;14;;44
18.07.2019;Fracht Express;0;195;20
18.07.2019;Fracht Cargo;0;;
19.07.2019;Fracht Cargo;0;47;2
19.07.2019;Andere Kategorien;11;;82
19.07.2019;Passagierverkehr;32048;0;249
19.07.2019;Fracht Express;0;151;13
20.07.2019;Andere Kategorien;3;;41
20.07.2019;Passagierverkehr;32390;0;240
20.07.2019;Fracht Express;0;39;4
20.07.2019;Fracht Cargo;0;72;4
21.07.2019;Andere Kategorien;0;;31
21.07.2019;Fracht Express;0;;
21.07.2019;Passagierverkehr;33014;0;242
21.07.2019;Fracht Cargo;0;;
22.07.2019;Passagierverkehr;29956;0;246
22.07.2019;Fracht Express;0;151;13
22.07.2019;Fracht Cargo;0;48;2
22.07.2019;Andere Kategorien;2;;52
23.07.2019;Fracht Cargo;0;;
23.07.2019;Passagierverkehr;27569;1;231
23.07.2019;Andere Kategorien;3;;46
23.07.2019;Fracht Express;0;169;20
24.07.2019;Andere Kategorien;3;;33
24.07.2019;Passagierverkehr;30353;2;240
24.07.2019;Fracht Express;0;186;20
24.07.2019;Fracht Cargo;0;50;2
25.07.2019;Passagierverkehr;30445;0;237
25.07.2019;Fracht Cargo;0;;
25.07.2019;Fracht Express;0;169;16
25.07.2019;Andere Kategorien;6;;30
26.07.2019;Andere Kategorien;5;;65
26.07.2019;Fracht Cargo;0;38;2
26.07.2019;Passagierverkehr;30711;0;230
26.07.2019;Fracht Express;0;120;11
27.07.2019;Passagierverkehr;32145;2;229
27.07.2019;Fracht Cargo;0;90;4
27.07.2019;Andere Kategorien;15;;38
27.07.2019;Fracht Express;0;35;4
28.07.2019;Andere Kategorien;5;;9
28.07.2019;Passagierverkehr;32719;0;227
28.07.2019;Fracht Express;0;;
28.07.2019;Fracht Cargo;0;;
29.07.2019;Fracht Express;0;151;13
29.07.2019;Fracht Cargo;0;42;2
29.07.2019;Andere Kategorien;19;;53
29.07.2019;Passagierverkehr;30010;;236
30.07.2019;Passagierverkehr;29183;1;236
30.07.2019;Fracht Express;0;177;20
30.07.2019;Fracht Cargo;0;;
30.07.2019;Andere Kategorien;2;;40
31.07.2019;Andere Kategorien;0;;35
31.07.2019;Passagierverkehr;31854;2;224
31.07.2019;Fracht Express;0;195;20
31.07.2019;Fracht Cargo;0;41;2
01.08.2019;Fracht Express;0;85;6
01.08.2019;Passagierverkehr;30306;;226
01.08.2019;Andere Kategorien;1;;35
01.08.2019;Fracht Cargo;0;;
02.08.2019;Passagierverkehr;31470;0;240
02.08.2019;Andere Kategorien;19;;72
02.08.2019;Fracht Cargo;0;31;2
02.08.2019;Fracht Express;0;120;13
03.08.2019;Fracht Express;0;41;4
03.08.2019;Passagierverkehr;32955;2;230
03.08.2019;Fracht Cargo;0;67;4
03.08.2019;Andere Kategorien;0;;48
04.08.2019;Passagierverkehr;33222;0;243
04.08.2019;Andere Kategorien;3;;40
04.08.2019;Fracht Express;0;;
04.08.2019;Fracht Cargo;0;;
05.08.2019;Passagierverkehr;30482;0;223
05.08.2019;Fracht Express;0;126;13
05.08.2019;Fracht Cargo;0;42;2
05.08.2019;Andere Kategorien;16;;63
06.08.2019;Fracht Cargo;0;;
06.08.2019;Passagierverkehr;28512;1;220
06.08.2019;Andere Kategorien;4;;24
06.08.2019;Fracht Express;0;156;18
07.08.2019;Fracht Cargo;0;51;2
07.08.2019;Passagierverkehr;31082;1;228
07.08.2019;Fracht Express;0;167;18
07.08.2019;Andere Kategorien;8;;9
08.08.2019;Passagierverkehr;31506;2;233
08.08.2019;Fracht Express;0;168;18
08.08.2019;Andere Kategorien;4;;83
08.08.2019;Fracht Cargo;0;;
09.08.2019;Passagierverkehr;31520;2;234
09.08.2019;Fracht Express;0;132;15
09.08.2019;Fracht Cargo;0;39;2
09.08.2019;Andere Kategorien;5;;90
10.08.2019;Fracht Express;0;37;6
10.08.2019;Fracht Cargo;0;53;4
10.08.2019;Andere Kategorien;21;;56
10.08.2019;Passagierverkehr;32718;1;227
11.08.2019;Fracht Express;0;;
11.08.2019;Andere Kategorien;5;;47
11.08.2019;Passagierverkehr;32374;0;254
11.08.2019;Fracht Cargo;0;;
12.08.2019;Passagierverkehr;29426;;229
12.08.2019;Andere Kategorien;1;;11
12.08.2019;Fracht Express;0;130;13
12.08.2019;Fracht Cargo;0;23;2
13.08.2019;Fracht Cargo;0;;
13.08.2019;Fracht Express;0;162;20
13.08.2019;Andere Kategorien;9;;54
13.08.2019;Passagierverkehr;28462;1;220
14.08.2019;Passagierverkehr;31081;1;239
14.08.2019;Fracht Express;0;166;18
14.08.2019;Fracht Cargo;0;;
14.08.2019;Andere Kategorien;8;;69
15.08.2019;Passagierverkehr;31128;0;233
15.08.2019;Fracht Express;0;144;17
15.08.2019;Andere Kategorien;5;;39
15.08.2019;Fracht Cargo;0;;
16.08.2019;Passagierverkehr;31817;1;238
16.08.2019;Fracht Express;0;108;13
16.08.2019;Fracht Cargo;0;40;2
16.08.2019;Andere Kategorien;4;;52
17.08.2019;Fracht Express;0;28;4
17.08.2019;Fracht Cargo;0;81;4
17.08.2019;Passagierverkehr;32579;2;239
17.08.2019;Andere Kategorien;1;;73
18.08.2019;Fracht Cargo;0;;
18.08.2019;Passagierverkehr;32555;0;246
18.08.2019;Fracht Express;0;;
18.08.2019;Andere Kategorien;13;;38
19.08.2019;Fracht Express;0;140;16
19.08.2019;Fracht Cargo;0;53;2
19.08.2019;Andere Kategorien;10;;24
19.08.2019;Passagierverkehr;28998;0;224
20.08.2019;Andere Kategorien;8;;34
20.08.2019;Passagierverkehr;27567;1;224
20.08.2019;Fracht Express;0;171;18
20.08.2019;Fracht Cargo;0;0;1
21.08.2019;Passagierverkehr;29466;1;237
21.08.2019;Fracht Express;0;177;18
21.08.2019;Andere Kategorien;5;;47
21.08.2019;Fracht Cargo;0;75;4
22.08.2019;Fracht Cargo;0;;
22.08.2019;Andere Kategorien;21;;77
22.08.2019;Passagierverkehr;29677;1;236
22.08.2019;Fracht Express;0;180;18
23.08.2019;Fracht Express;0;140;13
23.08.2019;Andere Kategorien;12;;54
23.08.2019;Passagierverkehr;31105;1;247
23.08.2019;Fracht Cargo;0;40;2
24.08.2019;Passagierverkehr;31365;1;235
24.08.2019;Fracht Cargo;0;71;6
24.08.2019;Andere Kategorien;0;;59
24.08.2019;Fracht Express;0;43;5
25.08.2019;Fracht Express;0;;
25.08.2019;Fracht Cargo;0;13;3
25.08.2019;Andere Kategorien;4;;33
25.08.2019;Passagierverkehr;31628;1;261
26.08.2019;Passagierverkehr;28680;1;225
26.08.2019;Fracht Express;0;134;14
26.08.2019;Andere Kategorien;6;;103
26.08.2019;Fracht Cargo;0;37;3
27.08.2019;Fracht Express;0;181;20
27.08.2019;Fracht Cargo;0;;
27.08.2019;Passagierverkehr;26412;2;224
27.08.2019;Andere Kategorien;16;;62
28.08.2019;Fracht Cargo;0;69;4
28.08.2019;Passagierverkehr;28426;0;250
28.08.2019;Fracht Express;0;187;21
28.08.2019;Andere Kategorien;5;;59
29.08.2019;Passagierverkehr;29092;1;238
29.08.2019;Fracht Express;0;197;18
29.08.2019;Andere Kategorien;10;;43
29.08.2019;Fracht Cargo;0;;
30.08.2019;Andere Kategorien;3;;71
30.08.2019;Fracht Express;0;145;14
30.08.2019;Passagierverkehr;31128;0;243
30.08.2019;Fracht Cargo;0;36;3
31.08.2019;Andere Kategorien;3;;47
31.08.2019;Passagierverkehr;30978;1;233
31.08.2019;Fracht Express;0;33;4
31.08.2019;Fracht Cargo;0;98;4
01.09.2019;Fracht Cargo;0;16;2
01.09.2019;Passagierverkehr;30495;1;231
01.09.2019;Fracht Express;0;;
01.09.2019;Andere Kategorien;8;;34
02.09.2019;Fracht Express;0;162;13
02.09.2019;Andere Kategorien;17;;52
02.09.2019;Fracht Cargo;0;33;2
02.09.2019;Passagierverkehr;28605;0;233
03.09.2019;Passagierverkehr;25092;2;226
03.09.2019;Fracht Express;0;179;20
03.09.2019;Fracht Cargo;0;;
03.09.2019;Andere Kategorien;3;;53
04.09.2019;Fracht Express;0;194;20
04.09.2019;Fracht Cargo;0;63;4
04.09.2019;Andere Kategorien;19;;104
04.09.2019;Passagierverkehr;27860;0;248
05.09.2019;Fracht Express;0;203;20
05.09.2019;Passagierverkehr;29686;1;255
05.09.2019;Fracht Cargo;0;;
05.09.2019;Andere Kategorien;16;;34
06.09.2019;Passagierverkehr;32439;0;260
06.09.2019;Fracht Cargo;0;48;3
06.09.2019;Fracht Express;0;151;16
06.09.2019;Andere Kategorien;5;;43
07.09.2019;Passagierverkehr;29267;1;219
07.09.2019;Fracht Cargo;0;68;5
07.09.2019;Andere Kategorien;3;;59
07.09.2019;Fracht Express;0;37;4
08.09.2019;Fracht Express;0;;
08.09.2019;Fracht Cargo;0;14;2
08.09.2019;Passagierverkehr;31990;0;241
08.09.2019;Andere Kategorien;3;;14
09.09.2019;Andere Kategorien;11;;46
09.09.2019;Fracht Cargo;0;31;2
09.09.2019;Passagierverkehr;28098;0;228
09.09.2019;Fracht Express;0;144;13
10.09.2019;Fracht Express;0;186;20
10.09.2019;Passagierverkehr;25553;0;221
10.09.2019;Fracht Cargo;0;;
10.09.2019;Andere Kategorien;27;;57
11.09.2019;Passagierverkehr;26998;1;238
11.09.2019;Fracht Express;0;212;22
11.09.2019;Andere Kategorien;41;;40
11.09.2019;Fracht Cargo;0;28;4
12.09.2019;Fracht Cargo;0;;
12.09.2019;Andere Kategorien;2;;60
12.09.2019;Fracht Express;0;198;20
12.09.2019;Passagierverkehr;28653;0;250
13.09.2019;Fracht Cargo;0;28;2
13.09.2019;Andere Kategorien;20;;63
13.09.2019;Passagierverkehr;31100;0;264
13.09.2019;Fracht Express;0;148;14
14.09.2019;Passagierverkehr;29342;1;240
14.09.2019;Andere Kategorien;1;;57
14.09.2019;Fracht Express;0;40;4
14.09.2019;Fracht Cargo;0;65;4
15.09.2019;Passagierverkehr;31796;0;254
15.09.2019;Andere Kategorien;11;;46
15.09.2019;Fracht Express;0;;
15.09.2019;Fracht Cargo;0;10;2
16.09.2019;Fracht Express;0;147;11
16.09.2019;Andere Kategorien;13;;37
16.09.2019;Passagierverkehr;28802;0;241
16.09.2019;Fracht Cargo;0;41;2
17.09.2019;Passagierverkehr;25205;1;233
17.09.2019;Fracht Cargo;0;;
17.09.2019;Andere Kategorien;10;;54
17.09.2019;Fracht Express;0;208;21
18.09.2019;Fracht Cargo;0;67;4
18.09.2019;Passagierverkehr;26165;1;238
18.09.2019;Andere Kategorien;9;;67
18.09.2019;Fracht Express;0;202;20
19.09.2019;Fracht Express;0;214;20
19.09.2019;Passagierverkehr;28352;0;250
19.09.2019;Andere Kategorien;8;;57
19.09.2019;Fracht Cargo;0;;
20.09.2019;Andere Kategorien;11;;50
20.09.2019;Passagierverkehr;31963;1;259
20.09.2019;Fracht Express;0;162;14
20.09.2019;Fracht Cargo;0;65;2
21.09.2019;Fracht Cargo;0;51;4
21.09.2019;Passagierverkehr;29797;1;231
21.09.2019;Fracht Express;0;54;4
21.09.2019;Andere Kategorien;16;;67
22.09.2019;Andere Kategorien;5;;33
22.09.2019;Passagierverkehr;32145;0;244
22.09.2019;Fracht Express;0;;
22.09.2019;Fracht Cargo;0;11;2
23.09.2019;Passagierverkehr;28733;1;237
23.09.2019;Fracht Cargo;0;36;2
23.09.2019;Fracht Express;0;126;14
23.09.2019;Andere Kategorien;6;;61
24.09.2019;Fracht Cargo;0;;
24.09.2019;Andere Kategorien;16;;98
24.09.2019;Fracht Express;0;191;20
24.09.2019;Passagierverkehr;25950;2;235
25.09.2019;Passagierverkehr;27568;1;245
25.09.2019;Fracht Express;0;204;20
25.09.2019;Fracht Cargo;0;52;4
25.09.2019;Andere Kategorien;10;;25
26.09.2019;Fracht Express;0;216;20
26.09.2019;Fracht Cargo;0;;
26.09.2019;Passagierverkehr;28846;1;240
26.09.2019;Andere Kategorien;21;;57
27.09.2019;Passagierverkehr;31679;1;258
27.09.2019;Fracht Cargo;0;55;2
27.09.2019;Andere Kategorien;15;;50
27.09.2019;Fracht Express;0;154;14
28.09.2019;Passagierverkehr;29618;1;226
28.09.2019;Fracht Express;0;39;4
28.09.2019;Andere Kategorien;0;;21
28.09.2019;Fracht Cargo;0;53;4
29.09.2019;Andere Kategorien;3;;52
29.09.2019;Fracht Express;0;;
29.09.2019;Passagierverkehr;32065;0;246
29.09.2019;Fracht Cargo;0;17;2
30.09.2019;Passagierverkehr;29865;0;249
30.09.2019;Fracht Express;0;157;16
30.09.2019;Fracht Cargo;0;43;4
30.09.2019;Andere Kategorien;2;;83
01.10.2019;Fracht Cargo;0;;
01.10.2019;Passagierverkehr;27275;1;231
01.10.2019;Andere Kategorien;5;;49
01.10.2019;Fracht Express;0;201;20
02.10.2019;Fracht Express;0;211;20
02.10.2019;Andere Kategorien;18;;27
02.10.2019;Passagierverkehr;28668;0;239
02.10.2019;Fracht Cargo;0;38;2
03.10.2019;Passagierverkehr;29787;1;242
03.10.2019;Andere Kategorien;11;;101
03.10.2019;Fracht Express;0;195;18
03.10.2019;Fracht Cargo;0;;
04.10.2019;Fracht Cargo;0;48;2
04.10.2019;Andere Kategorien;8;;15
04.10.2019;Passagierverkehr;32782;1;256
04.10.2019;Fracht Express;0;138;15
05.10.2019;Andere Kategorien;7;;17
05.10.2019;Passagierverkehr;30695;1;222
05.10.2019;Fracht Cargo;0;88;4
05.10.2019;Fracht Express;0;29;4
06.10.2019;Passagierverkehr;33137;0;246
06.10.2019;Fracht Cargo;0;20;2
06.10.2019;Andere Kategorien;11;;18
06.10.2019;Fracht Express;0;;
07.10.2019;Passagierverkehr;31153;0;237
07.10.2019;Fracht Cargo;0;57;3
07.10.2019;Fracht Express;0;162;15
07.10.2019;Andere Kategorien;2;;50
08.10.2019;Fracht Express;0;193;22
08.10.2019;Andere Kategorien;14;;48
08.10.2019;Passagierverkehr;27142;0;231
08.10.2019;Fracht Cargo;0;0;1
09.10.2019;Passagierverkehr;27123;1;236
09.10.2019;Fracht Express;0;205;20
09.10.2019;Fracht Cargo;0;66;4
09.10.2019;Andere Kategorien;14;;18
10.10.2019;Fracht Express;0;202;20
10.10.2019;Fracht Cargo;0;;
10.10.2019;Passagierverkehr;30026;3;253
10.10.2019;Andere Kategorien;2;;43
11.10.2019;Passagierverkehr;33024;1;256
11.10.2019;Fracht Express;0;163;15
11.10.2019;Fracht Cargo;0;45;2
11.10.2019;Andere Kategorien;10;;63
12.10.2019;Passagierverkehr;30074;0;229
12.10.2019;Fracht Express;0;30;4
12.10.2019;Andere Kategorien;16;;77
12.10.2019;Fracht Cargo;0;65;4
13.10.2019;Andere Kategorien;13;;86
13.10.2019;Fracht Cargo;0;16;2
13.10.2019;Passagierverkehr;31992;0;250
13.10.2019;Fracht Express;0;0;1
14.10.2019;Passagierverkehr;28598;0;242
14.10.2019;Fracht Express;0;131;10
14.10.2019;Fracht Cargo;0;48;2
14.10.2019;Andere Kategorien;15;;102
15.10.2019;Passagierverkehr;24611;2;224
15.10.2019;Fracht Express;0;208;20
15.10.2019;Fracht Cargo;0;;
15.10.2019;Andere Kategorien;26;;36
16.10.2019;Andere Kategorien;16;;60
16.10.2019;Passagierverkehr;25444;1;235
16.10.2019;Fracht Express;0;209;20
16.10.2019;Fracht Cargo;0;49;4
17.10.2019;Passagierverkehr;28259;1;254
17.10.2019;Fracht Express;0;212;20
17.10.2019;Fracht Cargo;0;;
17.10.2019;Andere Kategorien;43;;45
18.10.2019;Fracht Express;0;163;14
18.10.2019;Fracht Cargo;0;39;2
18.10.2019;Passagierverkehr;32165;2;258
18.10.2019;Andere Kategorien;23;;71
19.10.2019;Passagierverkehr;29103;1;211
19.10.2019;Fracht Express;0;45;4
19.10.2019;Fracht Cargo;0;68;4
19.10.2019;Andere Kategorien;0;;9
20.10.2019;Fracht Express;0;;
20.10.2019;Fracht Cargo;0;26;2
20.10.2019;Andere Kategorien;10;;42
20.10.2019;Passagierverkehr;31330;0;235
21.10.2019;Passagierverkehr;28299;1;235
21.10.2019;Fracht Express;0;161;15
21.10.2019;Andere Kategorien;10;;14
21.10.2019;Fracht Cargo;0;39;2
22.10.2019;Fracht Express;0;215;21
22.10.2019;Passagierverkehr;23791;0;217
22.10.2019;Fracht Cargo;0;;
22.10.2019;Andere Kategorien;5;;10
23.10.2019;Fracht Express;0;210;20
23.10.2019;Fracht Cargo;0;77;4
23.10.2019;Andere Kategorien;1;;38
23.10.2019;Passagierverkehr;26174;1;227
24.10.2019;Passagierverkehr;27150;0;245
24.10.2019;Fracht Express;0;213;20
24.10.2019;Fracht Cargo;0;;
24.10.2019;Andere Kategorien;0;;58
25.10.2019;Fracht Express;0;156;15
25.10.2019;Fracht Cargo;0;59;2
25.10.2019;Andere Kategorien;13;;85
25.10.2019;Passagierverkehr;30616;1;254
26.10.2019;Fracht Express;0;42;4
26.10.2019;Fracht Cargo;0;86;4
26.10.2019;Passagierverkehr;27007;3;208
26.10.2019;Andere Kategorien;10;;88
27.10.2019;Passagierverkehr;27384;0;216
27.10.2019;Fracht Express;0;;
27.10.2019;Fracht Cargo;0;14;2
27.10.2019;Andere Kategorien;12;;78
28.10.2019;Fracht Express;0;159;15
28.10.2019;Fracht Cargo;0;69;2
28.10.2019;Passagierverkehr;23676;1;192
28.10.2019;Andere Kategorien;10;;10
29.10.2019;Passagierverkehr;19487;2;174
29.10.2019;Andere Kategorien;6;;10
29.10.2019;Fracht Express;0;204;22
29.10.2019;Fracht Cargo;0;;
30.10.2019;Fracht Express;0;214;20
30.10.2019;Andere Kategorien;13;;18
30.10.2019;Fracht Cargo;0;106;4
30.10.2019;Passagierverkehr;22156;1;195
31.10.2019;Passagierverkehr;23570;0;196
31.10.2019;Fracht Express;0;217;21
31.10.2019;Fracht Cargo;0;;
31.10.2019;Andere Kategorien;10;;27
01.11.2019;Andere Kategorien;3;;11
01.11.2019;Passagierverkehr;26344;1;207
01.11.2019;Fracht Cargo;0;40;2
01.11.2019;Fracht Express;0;120;17
02.11.2019;Fracht Express;0;28;4
02.11.2019;Andere Kategorien;7;;36
02.11.2019;Passagierverkehr;20336;1;166
02.11.2019;Fracht Cargo;0;102;4
03.11.2019;Fracht Cargo;0;33;2
03.11.2019;Passagierverkehr;26795;0;203
03.11.2019;Andere Kategorien;3;;16
03.11.2019;Fracht Express;0;0;1
04.11.2019;Passagierverkehr;21394;0;192
04.11.2019;Fracht Express;0;156;17
04.11.2019;Fracht Cargo;0;48;2
04.11.2019;Andere Kategorien;15;;28
05.11.2019;Passagierverkehr;15751;;150
05.11.2019;Andere Kategorien;8;;80
05.11.2019;Fracht Cargo;0;;
05.11.2019;Fracht Express;0;207;20
06.11.2019;Passagierverkehr;16486;0;145
06.11.2019;Fracht Express;0;214;20
06.11.2019;Fracht Cargo;0;90;4
06.11.2019;Andere Kategorien;15;;43
07.11.2019;Fracht Express;0;221;20
07.11.2019;Fracht Cargo;0;0;1
07.11.2019;Passagierverkehr;18261;;167
07.11.2019;Andere Kategorien;25;;49
08.11.2019;Fracht Express;0;160;17
08.11.2019;Fracht Cargo;0;38;3
08.11.2019;Passagierverkehr;25272;0;207
08.11.2019;Andere Kategorien;4;;69
09.11.2019;Fracht Express;0;49;4
09.11.2019;Andere Kategorien;4;;51
